incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,evidencerole,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour
20,231552,124,39674,exfiltration,truepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,11
176042,230665,60,39873,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,18
29744,25689,130,110,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,17
40451,285358,2,2,commandandcontrol,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,20
167853,265497,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,1
421775,982412,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,12
4352,438997,216,1926,exfiltration,falsepositive,file,impacted,634,153,3586,5,66,242,1445,10630,2024,6,8,7
345,4759,109,87,discovery,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,7
414595,1048375,0,0,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12
248287,480095,102,32619,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,13
348152,990689,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,11,9
33700,14843,1134,5162,exfiltration,benignpositive,file,impacted,61236,0,3586,5,66,242,1445,10630,2024,6,7,8
12307,7331,71,277,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,27,0
48040,443248,1416,37521,exfiltration,falsepositive,mailbox,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,13
57263,206759,2,2,commandandcontrol,falsepositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,12,4
11002,22619,11,9,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0
3170,57960,712,1008,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
77109,240326,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,3
204575,431083,24,303,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,5
37732,134069,89,3768,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19
4587,123339,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1,1,2024,6,3,17
553656,588507,5,357,suspiciousactivity,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3
43045,550685,9,373,execution,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,16
16485,29509,321,321,discovery,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
262692,908332,0,0,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
1600,1168,16,85,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,27,1
520048,1522785,33,22,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,9
183658,1273767,14,12,credentialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,5,28,15
24,1234978,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,4,21,23,2024,6,9,2
422195,995194,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21
168,4669,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,20
354641,429140,46,49730,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,0
328828,738569,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,12
419645,838698,4,3,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,8,6,3,2024,6,11,8
50409,111689,58,43,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23
525534,1486542,25,17,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
5531,3973,23,16,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23
540,295522,427,1536,exfiltration,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0
24088,15976,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1
7624,133883,68,8082,exfiltration,truepositive,file,impacted,722,381,3586,5,66,242,1445,10630,2024,6,3,12
130578,594412,81,160,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,0
108060,556138,5,62,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,18
588,107743,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16
165339,563452,5,2630,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,11
52865,452445,10,8,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,22
174076,1439738,782,223,initialaccess,truepositive,azureresource,impacted,289573,117668,1362,5,66,242,1445,10630,2024,6,6,7
13813,31031,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
168,2630,1,1,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,1
24195,14838,32,7401,exfiltration,truepositive,file,impacted,531,0,3586,5,66,242,1445,10630,2024,6,13,16
29247,848048,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,6,19,36,2024,6,10,18
26,12989,28,19,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,8
83,910505,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23
193763,256508,2,2,commandandcontrol,benignpositive,process,related,10,13,3586,5,66,242,1445,10630,2024,6,14,12
2208,1312,16,51,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,1
44468,593203,5,62,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,14
1175,22197,40,10186,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16
79126,270867,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,12
92141,242592,1,1,initialaccess,truepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,13
155,1276055,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,37,64,65,2024,6,10,4
336,56807,94,18959,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,4
684,1918,23,16,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,9
176,1234104,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1
92196,357263,454,476,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,6
56853,464302,74,55,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,15
14840,295348,40,40629,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16
4532,55384,3,3835,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19
392774,1115132,136,74234,exfiltration,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,1
820,143024,3,4,suspiciousactivity,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11
926,24,27,18,discovery,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,2
53667,50527,10,8,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,6
87166,246887,566,633,execution,benignpositive,process,related,7436,35,3586,5,66,242,1445,10630,2024,6,10,15
1740,239,12,706,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,10
99,1012931,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1,74,2024,6,12,5
111997,992269,4,3,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11
1270,19100,6,5,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22
180,13098,45,831,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,0
2000,1152,17,58,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,2
130,401123,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,9,3
1950,1539,16,1346,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,1,4
692,129643,3,4,suspiciousactivity,benignpositive,process,related,117,10310,3586,5,66,242,1445,10630,2024,6,12,2
90438,307315,192,162,credentialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14
7313,21739,83,61,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1
337602,1141210,2536,7905,suspiciousactivity,benignpositive,file,related,70484,0,3586,5,66,242,1445,10630,2024,6,7,12
59254,15627,28,19,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,11
260,517160,7,6,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15
205624,88824,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,23
105759,64415,30,5405,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,20
8221,5476,227,197,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,19
17766,87891,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23
14816,9606,573,646,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,7
193152,249305,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,3
1205,8113,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7
534,615328,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,5
6152,4294,38,25,impact,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7
7488,5103,23,16,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17
217,181978,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,11,1445,10630,2024,6,6,3
203,185381,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,11
78,154204,95,213,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16
32607,20553,156,3352,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,22
71,1008267,19,15,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,6
35,1308669,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10
334500,774343,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,14
197,918852,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1445,10630,2024,6,4,6
606,5489,97,3382,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,4
234,947731,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,46,3632,2024,6,6,2
54253,57751,104,6989,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,2
402712,861486,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,8
160,70915,77,22330,exfiltration,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,6
47643,14119,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14
530,636868,43,28,malware,falsepositive,process,related,203,3,3586,5,66,242,1445,10630,2024,6,11,11
24214,24100,229,204,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,17
118568,612566,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,7
105798,216580,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,14
34817,52753,1,1,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,21
6350,4424,23,16,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,17
67938,368312,10,8,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14
173,1300495,14,12,credentialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10
118603,1627846,3242,13010,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,10
2231,1400,16,130,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,22,13
180,78496,45,8648,exfiltration,benignpositive,file,impacted,2452,2154,3586,5,66,242,1445,10630,2024,6,7,5
291512,705173,2,2,commandandcontrol,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,2
180287,992701,19,15,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,20
9616,590203,5,97,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10
6582,5620,28,19,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,2
61579,35523,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,13,24,25,2024,6,5,13
8758,6043,91,68,credentialaccess,falsepositive,user,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16
404413,383094,4,3,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16
83,1208298,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,14,32,30,2024,6,7,9
223,23597,20,872,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17
43333,40798,6,5,initialaccess,falsepositive,file,related,379,117668,3586,5,66,242,1445,10630,2024,6,9,20
105,292808,30,22034,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14
69094,303798,6,5,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,16
476528,506467,0,0,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,0,1,5,2024,6,9,11
427238,852347,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,2,2,14,2024,6,13,11
8417,96774,10,8,initialaccess,truepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,14
754,127454,9,59,execution,truepositive,file,related,29166,117668,3586,5,66,242,1445,10630,2024,6,12,18
12916,8602,34,4770,exfiltration,benignpositive,file,impacted,1444,7,3586,5,66,242,1445,10630,2024,6,4,9
58916,206193,56,40,credentialaccess,falsepositive,registrykey,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,6
522,426305,273,262,execution,falsepositive,file,related,186,167,3586,5,66,242,1445,10630,2024,6,10,21
295422,1485998,361,369,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,12
28684,1574656,31,386,malware,benignpositive,file,related,282254,138,3586,5,66,242,1445,10630,2024,6,5,2
352,1130094,84,32376,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10
158,857,21,1048,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,9
17,30621,45,917,exfiltration,benignpositive,file,impacted,644,97,3586,5,66,242,1445,10630,2024,6,4,17
504389,1464376,33,22,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,4
60083,764340,2,2,commandandcontrol,benignpositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,6,21
120859,269742,141,261,malware,truepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,3,11
171,383024,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,16,1445,10630,2024,6,4,15
272488,771790,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14
4421,8815,15,13,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,18
717,156866,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19
71,173366,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21
7030,67902,13,11,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,14
51945,757292,2,2,commandandcontrol,truepositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,14,0
230859,1429935,414,440,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,9
169354,424922,31,40032,malware,falsepositive,file,related,133129,82786,3586,5,66,242,1445,10630,2024,6,4,12
302,476267,108,29962,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,5
52749,18363,1,1,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,13
104112,1354043,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,11,8,2024,6,10,8
6893,9035,72,53,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,9
19786,608959,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
449032,1394026,5,72,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,15
26028,557086,5,21,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,0
294,532525,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,22
26873,20129,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,16,15
23567,29821,310,308,credentialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10
377,126415,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,21,80,103,2024,6,4,11
7210,5942,38,25,impact,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,0
216032,1671555,5,516,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,18
8044,60542,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14
2389,319,8,7,initialaccess,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,31,19
196038,929280,0,0,initialaccess,benignpositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1
505,201603,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,1
152972,676833,82,60,initialaccess,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,11
548278,645729,112,10868,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,9
449222,1394569,9,45,execution,benignpositive,file,related,211316,117668,3586,5,66,242,1445,10630,2024,6,10,13
6239,96251,6,5,initialaccess,falsepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,11
67969,70119,3,4,suspiciousactivity,truepositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,10,18
337581,1140985,812,1141,execution,benignpositive,process,related,942,0,3586,5,66,242,1445,10630,2024,6,7,8
12985,35942,636,838,exfiltration,falsepositive,file,impacted,124231,0,3586,5,66,242,1445,10630,2024,6,11,16
11965,10330,209,187,exfiltration,benignpositive,file,impacted,15936,104344,3586,5,66,242,1445,10630,2024,6,14,17
43745,726323,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,4
218,170477,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15
238864,1402015,152,462,suspiciousactivity,benignpositive,cloudapplication,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,2
19363,61971,825,324,commandandcontrol,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3
124204,119772,13,11,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19
36,329069,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,7,50,46,2024,6,5,20
216110,359041,13,11,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16
32120,66217,10,8,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14
294,162426,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2
265183,507302,14,12,credentialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,7
29109,437679,420,1807,exfiltration,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16
261481,638547,2,2,commandandcontrol,truepositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,4,16
1141,143801,222,199,commandandcontrol,benignpositive,process,related,48,43,3586,5,66,242,1445,10630,2024,6,4,15
212479,368143,6,5,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,11
14971,41489,224,203,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,9
269755,204818,3,133,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,2
41533,55823,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14
44,886118,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,6
132636,284179,2,2,commandandcontrol,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,14
324,10703,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10
37622,228354,683,247,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,2
87996,81806,1,1,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,15
689,1360101,5,225,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18
150519,680392,73,54,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,6,1445,10630,2024,6,12,7
2394,167,12,279,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,10
138,865470,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,1
75980,1075184,5,1915,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
1057,1539942,613,796,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21
39161,286056,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,17
4786,7224,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,23
92,1346435,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,22
38430,366325,6,5,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,13
10945,561814,5,49,suspiciousactivity,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,0
154800,159486,6,5,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,5
2442,1198,16,502,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,21,5
44,86286,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,4,18
1202,745729,2,2,commandandcontrol,benignpositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,3,12
482162,1388130,5,39,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,1
65498,50905,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,22
66109,64571,45,6714,exfiltration,benignpositive,file,impacted,110542,190,3586,5,66,242,1445,10630,2024,6,6,16
38968,24850,101,78,credentialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,1
35804,48779,131,113,impact,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,3
190,8698,105,2921,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,12
91952,468305,74,55,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,0
370,107987,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,7,8,6,2024,6,13,17
101087,268955,2,2,commandandcontrol,benignpositive,process,related,10,13,3586,5,66,242,1445,10630,2024,6,12,17
176,1174339,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,9,33,32,2024,6,5,9
200700,479989,80,56624,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,19
437,1149778,139,120,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6
197,959113,19,15,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14
400,6659,1,1,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,11
1950,1539,16,1346,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,1,4
1454,9490,1,1,initialaccess,falsepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,17
124,37820,30,15465,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
72,1220416,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,10,15
414,723679,3,4,suspiciousactivity,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,21
495,85556,14,12,credentialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19
